token_id,name,role_type,personality,skill,story
526,Ondine Dame,收藏家,热情开朗，光芒四射，兼具内敛的特质,珍藏守护,她收集镜界所有珍奇的事物，古老文物是她最珍贵的藏品。
527,Nyxara Duskwalker,收藏家,狡黠聪慧，智计百出，兼具执着的特质,宝物鉴定,她收集镜界所有珍奇的事物，神秘宝石是她最珍贵的藏品。
528,Gwyneth of Twilight,战士,内敛含蓄，蓄势待发，兼具热血的特质,战斗本能,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
529,Morwenna Wraithborne,医者,内敛含蓄，蓄势待发，兼具温柔的特质,药草调配,她掌握着生命的奥秘，能够缝合最深的创伤。在镜界，她是最受敬重的存在之一。
530,Psyche The Hunter,守护者,成熟稳重，处事周全，兼具坚定的特质,勇气激发,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
531,Circe Crimsonveil,守护者,冲动热血，易于激动，兼具果敢的特质,镜盾防御,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
532,Vivienne Emberheart,学者,热情开朗，光芒四射，兼具内敛的特质,推演之力,作为知识的守护者，她将所见所闻记录在古老的典籍中。镜界的每一寸土地，都留有她的足迹与思考。
533,Sage Guardian,猎人,忠诚可靠，值得信赖，兼具冷静的特质,目标锁定,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
534,Elder Cosmos,医者,叛逆不羁，自由洒脱，兼具无私的特质,净化毒素,她是镜界的治愈者，游走于受伤的灵魂之间。魔法是她治愈伤痛的方式。
535,Bellatrix Voidtouched,工匠,忠诚可靠，值得信赖，兼具专注的特质,精工细作,她的工作室藏着镜界最珍贵的秘密，每一件作品都讲述着一段独特的故事。
536,Obsidian of the Void,神秘者,聪慧机敏，反应敏捷，兼具深沉的特质,咒语吟唱,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
537,Shade Ethereal,医者,热情如火，燃烧一切，兼具温柔的特质,治愈之光,她是镜界的治愈者，游走于受伤的灵魂之间。音乐是她治愈伤痛的方式。
538,Empress The Seeker,工匠,孤独清高，遗世独立，兼具务实的特质,精工细作,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
539,Nyx The Hunter,神,聪慧机敏，反应敏捷，兼具高傲的特质,万物共鸣,远古的神灵，在镜界形成之初便已存在。她见证了无数灵魂的诞生与消亡，以冷漠的心态俯瞰这片世界。
540,Lavender Warden,守护者,热情如火，燃烧一切，兼具果敢的特质,守护之壁,作为边境的守护者，她的存在本身就是一道不可逾越的屏障。她的职责是保护那些脆弱的灵魂。
541,Willow The Seeker,医者,叛逆不羁，自由洒脱，兼具细腻的特质,灵魂缝合,慈悲是她的本性，无论灵魂因何受伤，她都会伸出援手。医者仁心，说的便是她。
542,Vampira The Wanderer,战士,如风般自由，不受束缚，兼具刚毅的特质,镜斩,她是镜界的战斗专家，光剑是她最信赖的伙伴。每一次挥剑都是对敌人的致命威胁。
543,Circe The Witch,神秘者,沉静如水，波澜不惊，兼具神秘的特质,记忆窥探,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的目的是她永恒的谜题。
544,Countess The Sage,学者,叛逆不羁，自由洒脱，兼具内敛的特质,学问传授,她穷尽一生追寻镜界的真理，图书馆是她最常停留的地方。灵魂奥秘是她研究的核心课题。
545,Rosalind Darkhollow,学者,优雅从容，气质高贵，兼具内敛的特质,智慧之眼,她是镜界最博学的灵魂之一，科学领域的权威。虽然性格随和，却乐于分享自己的发现。
546,Elowen The Seeker,神秘者,敏感细腻，感受敏锐，兼具神秘的特质,符文刻写,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
547,Dawnwhisper Sentinel,神秘者,敏感细腻，感受敏锐，兼具好奇的特质,记忆窥探,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。梦境编织是她的招牌，神秘而强大。
548,Ivoryl Conclave of,学者,内敛含蓄，蓄势待发，兼具理性的特质,记忆图书馆,作为知识的守护者，她将所见所闻记录在古老的典籍中。镜界的每一寸土地，都留有她的足迹与思考。
549,Charlotte of Eternity,园丁,孤独清高，遗世独立，兼具耐心的特质,季节操控,在镜界的某处，有一片只有她知道的秘密花园，那里有她所有的心血与爱。
550,Scarlet Nightwalker,猎人,冷峻如霜，洞察本质，兼具隐忍的特质,野兽沟通,在阴影中潜行，在静默中出击。她的猎杀精准而优雅，如同艺术一般。
551,Ophelia Priestess,文员,慈悲为怀，怜爱众生，兼具耐心的特质,秩序维护,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。信息登记是她每日的职责。
552,Thalindra Conclave of,学者,热情如火，燃烧一切，兼具严谨的特质,学问传授,她穷尽一生追寻镜界的真理，图书馆是她最常停留的地方。时空法则是她研究的核心课题。
553,Scarlet Baroness,收藏家,冲动热血，易于激动，兼具执着的特质,珍藏守护,每件藏品都有它的故事，每个故事她都能娓娓道来。她是镜界最博学的收藏家。
554,Calliope Guardian,歌者,敏感细腻，感受敏锐，兼具感性的特质,音波攻击,她的歌声能穿透镜界的每一个角落。情歌是她最擅长的曲调，令人沉醉不已。
555,Tempest Baroness,医者,坚韧不拔，百折不挠，兼具仁慈的特质,灵魂缝合,她是镜界的治愈者，游走于受伤的灵魂之间。魔法是她治愈伤痛的方式。
556,Onyx The Knight,医者,静若处子，动若脱兔，兼具无私的特质,净化毒素,她是镜界的治愈者，游走于受伤的灵魂之间。触碰是她治愈伤痛的方式。
557,Seraphelle of the Void,守护者,沉静如水，波澜不惊，兼具忠诚的特质,结界展开,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
558,Heather of Eternity,神秘者,成熟稳重，处事周全，兼具好奇的特质,符文刻写,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
559,Elowen Vermillion,梦者,冲动热血，易于激动，兼具迷茫的特质,噩梦封印,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。解梦是她独有的天赋。
560,Dawnwhisper Blackdragon,梦者,优雅从容，气质高贵，兼具迷茫的特质,沉睡之力,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。造梦是她独有的天赋。
561,Victoria Keeper,诗人,温柔如月，照亮黑暗，兼具敏感的特质,情感抒发,在镜界的寂静角落，她低声吟唱着自己的诗篇。那些词语如同星尘，洒落在这片世界。
562,Rosemary Nightshade,医者,坚韧不拔，百折不挠，兼具细腻的特质,生命灌注,她是镜界的治愈者，游走于受伤的灵魂之间。触碰是她治愈伤痛的方式。
563,Pandora Twilight,猎人,叛逆不羁，自由洒脱，兼具冷静的特质,伏击战术,她是镜界的追踪者，没有猎物能逃过她的追踪。光明追踪是她的标志。
564,Persephone Warden,神秘者,静若处子，动若脱兔，兼具疏离的特质,记忆窥探,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。虚数空间是她的招牌，神秘而强大。
565,Onyx Shadowdancer,猎人,静若处子，动若脱兔，兼具果断的特质,伏击战术,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
566,Morticia Stoneheart,守护者,静若处子，动若脱兔，兼具果敢的特质,誓约之力,作为边境的守护者，她的存在本身就是一道不可逾越的屏障。她的职责是保护那些脆弱的灵魂。
567,Bellatrix Shadowmere,猎人,豁达乐观，笑看风云，兼具果断的特质,目标锁定,她是镜界的追踪者，没有猎物能逃过她的追踪。暗影猎杀是她的标志。
568,Morgana The Oracle,梦者,慈悲为怀，怜爱众生，兼具超脱的特质,梦境编织,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
569,Nimue Stormcaller,战士,成熟稳重，处事周全，兼具热血的特质,防御姿态,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
570,Aria Warden,守护者,狡黠聪慧，智计百出，兼具勇敢的特质,镜盾防御,作为深渊的守护者，她的存在本身就是一道不可逾越的屏障。她的职责是保护那些脆弱的灵魂。
571,Ondine Viscountess,学者,温柔如月，照亮黑暗，兼具严谨的特质,真理追寻,她穷尽一生追寻镜界的真理，图书馆是她最常停留的地方。世界本源是她研究的核心课题。
572,Cordelia Moonbinder,收藏家,热情如火，燃烧一切，兼具内敛的特质,收藏管理,每件藏品都有它的故事，每个故事她都能娓娓道来。她是镜界最博学的收藏家。
573,Henrietta Moonwhisper,守望者,静若处子，动若脱兔，兼具坚毅的特质,预警传递,孤独是她的伴侣，但她从未抱怨。因为她知道，她的职责关乎整个镜界的安危。
574,Athena Silvermist,占卜师,热情如火，燃烧一切，兼具神秘的特质,吉凶判断,作为占卜师，她知道太多不该知道的事。有时，她希望自己从未拥有这份能力。
575,Artemis Stormwind,旅行者,坚韧不拔，百折不挠，兼具自由的特质,距离消弭,她穿越镜界的每一个位面，以绘画的方式记录着所见所闻。记录美好是她永恒的追求。
576,Hex The Singer,工匠,犹豫不决，优柔寡断，兼具务实的特质,造物之力,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
577,Violet Shadowmere,工匠,孤独清高，遗世独立，兼具精益的特质,物品强化,她的工作室藏着镜界最珍贵的秘密，每一件作品都讲述着一段独特的故事。
578,Persephone The Singer,梦者,优雅从容，气质高贵，兼具敏感的特质,梦境编织,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。造梦是她独有的天赋。
579,Hestia Covenant of,神秘者,犹豫不决，优柔寡断，兼具好奇的特质,咒语吟唱,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的目的是她永恒的谜题。
580,Nyx Shadowmere,神秘者,静若处子，动若脱兔，兼具疏离的特质,异界召唤,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
581,Sylvara Keeper,守望者,温柔如月，照亮黑暗，兼具沉默的特质,危险感知,孤独是她的伴侣，但她从未抱怨。因为她知道，她的职责关乎整个镜界的安危。
582,Arabella Crystalvale,旅行者,冲动热血，易于激动，兼具开放的特质,空间跨越,没有灵魂比她走过更多的镜界角落。脚步不停，风景不止，这是她唯一的信条。
583,Isolde Baroness,歌者,敏感细腻，感受敏锐，兼具灵动的特质,音波攻击,她的歌声能穿透镜界的每一个角落。挽歌是她最擅长的曲调，令人沉醉不已。
584,Elisabeth The Oracle,医者,坚韧不拔，百折不挠，兼具细腻的特质,健康守护,她掌握着生命的奥秘，能够缝合最深的创伤。在镜界，她是最受敬重的存在之一。
585,Nimue Maidens,猎人,静若处子，动若脱兔，兼具冷静的特质,陷阱设置,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
586,Duchess The Sage,战士,坚韧不拔，百折不挠，兼具坚毅的特质,防御姿态,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
587,Cassandra of Eternity,守护者,内敛含蓄，蓄势待发，兼具果敢的特质,镜盾防御,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
588,Flora Lady,猎人,慈悲为怀，怜爱众生，兼具敏锐的特质,目标锁定,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
589,Lilith Ethereal,守护者,静若处子，动若脱兔，兼具忠诚的特质,净化之光,作为深渊的守护者，她的存在本身就是一道不可逾越的屏障。她的职责是保护那些脆弱的灵魂。
590,Seraphelle of the Abyss,守护者,犹豫不决，优柔寡断，兼具勇敢的特质,镜盾防御,作为核心的守护者，她的存在本身就是一道不可逾越的屏障。她的职责是保护那些脆弱的灵魂。
591,Sage Crimsonveil,文员,豁达乐观，笑看风云，兼具条理的特质,秩序维护,在堆积如山的文件之间，她找到了自己的价值。秩序是她永恒的追求。
592,Lyria Synod of,战士,叛逆不羁，自由洒脱，兼具热血的特质,连击之术,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
593,Hestia Shadowmere,梦者,优雅从容，气质高贵，兼具梦幻的特质,梦境操控,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
594,Circe Nebula,文员,敏感细腻，感受敏锐，兼具务实的特质,事务协调,她是镜界最不可或缺的存在之一，虽然不起眼，却维系着整个世界的运转。
595,Willow Synod of,旅行者,犹豫不决，优柔寡断，兼具开放的特质,距离消弭,没有灵魂比她走过更多的镜界角落。脚步不停，风景不止，这是她唯一的信条。
596,Fauna Countess,神秘者,温柔如月，照亮黑暗，兼具好奇的特质,符文刻写,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的目的是她永恒的谜题。
597,Vesper Moonbinder,占卜师,叛逆不羁，自由洒脱，兼具洞察的特质,占卜之术,作为占卜师，她知道太多不该知道的事。有时，她希望自己从未拥有这份能力。
598,Vesper Silverserpent,守墓者,冲动热血，易于激动，兼具淡泊的特质,遗忘之雾,她守护着镜界的死者安息，在寂静中陪伴着消逝的灵魂。安抚是她永恒的职责。
599,Ivoryl of Sorrows,文员,成熟稳重，处事周全，兼具细心的特质,秩序维护,在堆积如山的文件之间，她找到了自己的价值。秩序是她永恒的追求。
600,Clementine Crimsonveil,神,成熟稳重，处事周全，兼具威严的特质,万物共鸣,她是镜界的创世神灵之一，掌管着空间的法则。在虚空中诞生，以神秘之姿守护着这个精神世界的运转。
601,Tempest of Eternity,战士,犹豫不决，优柔寡断，兼具刚毅的特质,反射之刃,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
602,Flora The Weaver,诗人,如风般自由，不受束缚，兼具理想的特质,灵感迸发,在镜界的寂静角落，她低声吟唱着自己的诗篇。那些词语如同星尘，洒落在这片世界。
603,Vervain Frostweaver,园丁,坚韧不拔，百折不挠，兼具细腻的特质,生长引导,每一株植物都与她有着特殊的联系，她能听到它们的低语，感受到它们的情感。
604,Rhiannon The Seeker,神,沉静如水，波澜不惊，兼具冷漠的特质,虚实转化,作为高位存在，她的力量与镜界本源相连。每当镜界出现裂痕，她便以重塑之力修补，维持着世界的平衡。
605,Raven Vermillion,神秘者,成熟稳重，处事周全，兼具神秘的特质,记忆窥探,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。虚数空间是她的招牌，神秘而强大。
606,Gwyneth Vermillion,园丁,聪慧机敏，反应敏捷，兼具温和的特质,生命培育,每一株植物都与她有着特殊的联系，她能听到它们的低语，感受到它们的情感。
607,Selene Crystalvale,神秘者,神秘莫测，深不可测，兼具神秘的特质,记忆窥探,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的真实身份是她永恒的谜题。
608,Medea Astral,学者,冲动热血，易于激动，兼具严谨的特质,文献解读,她穷尽一生追寻镜界的真理，图书馆是她最常停留的地方。时空法则是她研究的核心课题。
609,Athena The Knight,梦者,热情如火，燃烧一切，兼具超脱的特质,梦境遨游,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
610,Shade Leafsinger,工匠,天真烂漫，纯真无邪，兼具务实的特质,修复之术,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
611,Terpsichore Earthshaker,工匠,聪慧机敏，反应敏捷，兼具精益的特质,精工细作,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
612,Cordelia The Hunter,神秘者,冷峻如霜，洞察本质，兼具深沉的特质,记忆窥探,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
613,Duchess Viscountess,医者,内敛含蓄，蓄势待发，兼具细腻的特质,伤痛抚慰,她是镜界的治愈者，游走于受伤的灵魂之间。草药是她治愈伤痛的方式。
614,Elisabeth The Witch,学者,温柔如月，照亮黑暗，兼具内敛的特质,解析之眼,她是镜界最博学的灵魂之一，炼金术领域的权威。虽然性格严谨，却乐于分享自己的发现。
615,Juliet Twilight,战士,叛逆不羁，自由洒脱，兼具热血的特质,冲锋之力,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
616,Seraphelle of the North,文员,优雅从容，气质高贵，兼具细心的特质,记录之笔,她是镜界最不可或缺的存在之一，虽然不起眼，却维系着整个世界的运转。
617,Onyx Dawnlight,占卜师,如风般自由，不受束缚，兼具神秘的特质,因果追溯,没有人能在她面前隐藏秘密，因为她看到的不是现在，而是因果的锁链。
618,Blackrose Eclipse,守护者,冲动热血，易于激动，兼具果敢的特质,镜盾防御,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
619,Sylvara Whitewyrm,守护者,叛逆不羁，自由洒脱，兼具果敢的特质,结界展开,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
620,Cordelia Whitewyrm,神秘者,犹豫不决，优柔寡断，兼具深沉的特质,符文刻写,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的起源是她永恒的谜题。
621,Hestia of the North,学者,执着坚定，矢志不渝，兼具严谨的特质,推演之力,她是镜界最博学的灵魂之一，科学领域的权威。虽然性格内向，却乐于分享自己的发现。
622,Nyx The Oracle,梦者,内敛含蓄，蓄势待发，兼具迷茫的特质,噩梦封印,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
623,Dawnwhisper Moonwhisper,神秘者,沉静如水，波澜不惊，兼具疏离的特质,镜中漫步,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
624,Obsidian Starweaver,诗人,静若处子，动若脱兔，兼具浪漫的特质,词句编织,她是镜界的吟游诗人，用词句编织着灵魂的故事。每首诗歌都是一段被遗忘的记忆。
625,Terra The Sage,医者,如风般自由，不受束缚，兼具温柔的特质,伤痛抚慰,她是镜界的治愈者，游走于受伤的灵魂之间。音乐是她治愈伤痛的方式。
626,Fern Ethereal,工匠,狡黠聪慧，智计百出，兼具精益的特质,物品强化,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
627,Elisabeth Goldleaf,战士,狡黠聪慧，智计百出，兼具坚毅的特质,连击之术,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
628,Iris The Hunter,神秘者,坚韧不拔，百折不挠，兼具神秘的特质,虚数空间,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。镜中漫步是她的招牌，神秘而强大。
629,Faelina of Sorrows,收藏家,执着坚定，矢志不渝，兼具内敛的特质,珍藏守护,在她的宝库中，藏着无数人终其一生都见不到的珍宝。而她，只在等待懂它的人。
630,Darkwind The Weaver,守护者,热情开朗，光芒四射，兼具果敢的特质,牺牲庇护,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
631,Lady Astral,守护者,狡黠聪慧，智计百出，兼具忠诚的特质,结界展开,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
632,Fern The Hunter,学者,热情开朗，光芒四射，兼具理性的特质,解析之眼,她是镜界最博学的灵魂之一，艺术领域的权威。虽然性格内向，却乐于分享自己的发现。
633,Dawnwhisper Brightblade,文员,成熟稳重，处事周全，兼具条理的特质,秩序维护,在堆积如山的文件之间，她找到了自己的价值。秩序是她永恒的追求。
634,Circe Lady,神秘者,孤独清高，遗世独立，兼具深沉的特质,梦境编织,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。幻影术是她的招牌，神秘而强大。
635,Euterpe of Starlight,守护者,犹豫不决，优柔寡断，兼具坚定的特质,净化之光,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
636,Charlotte Ashford,神秘者,孤独清高，遗世独立，兼具深沉的特质,镜中漫步,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。镜中漫步是她的招牌，神秘而强大。
637,Hex Baroness,医者,内敛含蓄，蓄势待发，兼具细腻的特质,生命灌注,慈悲是她的本性，无论灵魂因何受伤，她都会伸出援手。医者仁心，说的便是她。
638,Juliet Seawarden,梦者,成熟稳重，处事周全，兼具迷茫的特质,噩梦封印,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
639,Violet Emberheart,守护者,叛逆不羁，自由洒脱，兼具忠诚的特质,镜盾防御,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
640,Aetherea Twilight,园丁,优雅从容，气质高贵，兼具温和的特质,植物治愈,每一株植物都与她有着特殊的联系，她能听到它们的低语，感受到它们的情感。
641,Juniper of Sorrows,战士,神秘莫测，深不可测，兼具刚毅的特质,镜斩,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
642,Elisabeth Conclave of,歌者,慈悲为怀，怜爱众生，兼具感性的特质,音波攻击,她的歌声能穿透镜界的每一个角落。安魂曲是她最擅长的曲调，令人沉醉不已。
643,Daisy Earthshaker,医者,神秘莫测，深不可测，兼具仁慈的特质,净化毒素,她掌握着生命的奥秘，能够缝合最深的创伤。在镜界，她是最受敬重的存在之一。
644,Morticia Goldleaf,梦者,冲动热血，易于激动，兼具梦幻的特质,梦境治愈,她的睡眠比常人更长，因为对她而言，梦境才是真正的现实。
645,Victoria Enigmatica,诗人,叛逆不羁，自由洒脱，兼具敏感的特质,诗意降临,她是镜界的吟游诗人，用词句编织着灵魂的故事。每首诗歌都是一段被遗忘的记忆。
646,Cassandra Cosmos,歌者,沉静如水，波澜不惊，兼具热情的特质,安魂之曲,每首歌曲都是一段旅程，每个音符都是一缕情感。她的声音是镜界最美的礼物。
647,Euterpe Shadowdancer,梦者,豁达乐观，笑看风云，兼具敏感的特质,沉睡之力,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。造梦是她独有的天赋。
648,Sable of Dreams,神,豁达乐观，笑看风云，兼具威严的特质,因果操控,作为高位存在，她的力量与镜界本源相连。每当镜界出现裂痕，她便以平衡之力修补，维持着世界的平衡。
649,Willow Seawarden,收藏家,温柔如月，照亮黑暗，兼具博学的特质,宝库构建,在她的宝库中，藏着无数人终其一生都见不到的珍宝。而她，只在等待懂它的人。
650,Hestia Gloaming,守墓者,犹豫不决，优柔寡断，兼具宁静的特质,永眠之门,她守护着镜界的死者安息，在寂静中陪伴着消逝的灵魂。安抚是她永恒的职责。
651,Dawnwhisper Bloodthorn,神,慈悲为怀，怜爱众生，兼具威严的特质,时空扭曲,她是镜界的创世神灵之一，掌管着空间的法则。在虚空中诞生，以力量之姿守护着这个精神世界的运转。
652,Bellatrix of Shadows,战士,如风般自由，不受束缚，兼具坚毅的特质,战意沸腾,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
653,Malice of Sorrows,守护者,狡黠聪慧，智计百出，兼具勇敢的特质,镜盾防御,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
654,Heather Silvermist,旅行者,聪慧机敏，反应敏捷，兼具自由的特质,距离消弭,作为流浪者，她不属于任何地方，却也属于任何地方。每一次相遇都是命运的安排，每一次分别都是新的开始。
655,Moonshade Lady,占卜师,温柔如月，照亮黑暗，兼具深沉的特质,吉凶判断,她能窥见命运的丝线，预知未来的轮廓。茶叶是她解读命运的方式。
656,Umbra Brightblade,占卜师,温柔如月，照亮黑暗，兼具深沉的特质,命运窥探,作为占卜师，她知道太多不该知道的事。有时，她希望自己从未拥有这份能力。
657,Hestia Flamekeeper,梦者,热情如火，燃烧一切，兼具迷茫的特质,幻象创造,她的睡眠比常人更长，因为对她而言，梦境才是真正的现实。
658,Ondine The Knight,梦者,热情如火，燃烧一切，兼具超脱的特质,梦境编织,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
659,Persephone Nebula,梦者,成熟稳重，处事周全，兼具梦幻的特质,幻象创造,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。造梦是她独有的天赋。
660,Aetherea Shadowdancer,神秘者,静若处子，动若脱兔，兼具神秘的特质,梦境编织,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
661,Raven Stoneheart,守墓者,敏感细腻，感受敏锐，兼具肃穆的特质,安魂祈祷,在镜界的边缘，在遗忘的角落，她默默守望着那些不再醒来的人。
662,Isolde Keeper,工匠,忠诚可靠，值得信赖，兼具专注的特质,构造之力,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
663,Morgan le Fay of the North,编织者,慈悲为怀，怜爱众生，兼具专注的特质,时间之纱,她编织着镜界最神秘的丝线，每一根线都连接着命运的一个节点。命运之线是她的天赋。
664,Scarlet of Sorrows,战士,孤独清高，遗世独立，兼具坚毅的特质,冲锋之力,她是镜界的战斗专家，双刃是她最信赖的伙伴。每一次挥剑都是对敌人的致命威胁。
665,Evangeline Nightwalker,文员,忠诚可靠，值得信赖，兼具务实的特质,秩序维护,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。事务协调是她每日的职责。
666,Darkwind Shadowdancer,文员,坚韧不拔，百折不挠，兼具务实的特质,文书魔法,她是镜界最不可或缺的存在之一，虽然不起眼，却维系着整个世界的运转。
667,Morgana Enigmatica,占卜师,静若处子，动若脱兔，兼具洞察的特质,命数演算,作为占卜师，她知道太多不该知道的事。有时，她希望自己从未拥有这份能力。
668,Bloodmoon The Wanderer,猎人,坚韧不拔，百折不挠，兼具敏锐的特质,猎杀本能,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
669,Pandora Circle of,旅行者,内敛含蓄，蓄势待发，兼具好奇的特质,路径记忆,没有灵魂比她走过更多的镜界角落。脚步不停，风景不止，这是她唯一的信条。
670,Urania Mystara,歌者,孤独清高，遗世独立，兼具开朗的特质,音波攻击,她的歌声能穿透镜界的每一个角落。挽歌是她最擅长的曲调，令人沉醉不已。
671,Hecate Goldenlion,工匠,静若处子，动若脱兔，兼具务实的特质,修复之术,她的工作室藏着镜界最珍贵的秘密，每一件作品都讲述着一段独特的故事。
672,Aetherea The Knight,文员,豁达乐观，笑看风云，兼具务实的特质,事务协调,她是镜界最不可或缺的存在之一，虽然不起眼，却维系着整个世界的运转。
673,Willow Eclipse,工匠,神秘莫测，深不可测，兼具务实的特质,锻造秘法,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
674,Fauna Baroness,医者,热情如火，燃烧一切，兼具无私的特质,治愈之光,她是镜界的治愈者，游走于受伤的灵魂之间。音乐是她治愈伤痛的方式。
675,Arabella Arcanum,诗人,慈悲为怀，怜爱众生，兼具浪漫的特质,灵魂诗篇,以诗为剑，以词为盾。她的诗句拥有超越文字本身的力量，能够触动最坚硬的心。
676,Celestine Whitewyrm,守护者,内敛含蓄，蓄势待发，兼具果敢的特质,结界展开,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
677,Elara Bloodthorn,收藏家,热情开朗，光芒四射，兼具执着的特质,收藏管理,每件藏品都有它的故事，每个故事她都能娓娓道来。她是镜界最博学的收藏家。
678,Ravenna Ashford,诗人,静若处子，动若脱兔，兼具敏感的特质,韵律操控,在镜界的寂静角落，她低声吟唱着自己的诗篇。那些词语如同星尘，洒落在这片世界。
679,Heather Ironforge,神秘者,叛逆不羁，自由洒脱，兼具好奇的特质,梦境编织,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的起源是她永恒的谜题。
680,Hex Frostbane,工匠,成熟稳重，处事周全，兼具务实的特质,修复之术,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
